RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,SurveyIndexArea,ReasonHaulDisruption,DateofCalculation
HH,BITS,4,DK,26D4,TVL,-9,S,T,175,45,2022,11,13,0911,11,29,D,55.3202,17.2651,55.3208,17.2204,39G7,74,V,176,1,1,R,4.9000,-9,-9,2963,420,-9,-9,4.4000,520,76.0,28.0,213,-9.0000,-9,272,3.1000,2.9000,-9,-9.0000,-9,-9.0000,66,3,-9,-9.0000,11.7,6.7,7.48,10.57,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,178,46,2022,11,13,1146,11,30,D,55.3745,16.9923,55.3555,16.9619,39G6,66,V,177,1,1,R,5.2000,-9,-9,2778,380,-9,-9,4.4000,520,75.9,28.2,213,-9.0000,-9,225,3.1000,3.0000,-9,-9.0000,-9,-9.0000,158,4,-9,-9.0000,11.9,4.9,7.60,7.78,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,180,47,2022,11,13,1330,11,30,D,55.2831,16.9201,55.2792,16.8758,39G6,75,V,179,1,1,R,5.0000,-9,-9,2778,420,-9,-9,4.4000,520,81.5,30.1,213,-9.0000,-9,259,3.1000,3.1000,-9,-9.0000,-9,-9.0000,130,3,-9,-9.0000,11.8,7.7,7.47,11.98,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,158,36,2022,11,11,0833,11,29,D,55.6103,18.0899,55.5887,18.1139,40G8,75,V,157,1,1,R,5.3000,-9,-9,2963,410,-9,-9,4.4000,520,77.7,29.5,213,-9.0000,-9,142,3.1000,2.5000,-9,-9.0000,-9,-9.0000,253,12,-9,-9.0000,11.9,6.0,7.46,10.24,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,160,37,2022,11,11,1029,12,30,D,55.5337,18.1890,55.5339,18.2352,40G8,82,V,159,1,1,R,5.5000,-9,-9,2963,420,-9,-9,4.4000,520,72.3,29.1,213,-9.0000,-9,89,3.1000,2.9000,-9,-9.0000,-9,-9.0000,245,12,-9,-9.0000,12.1,5.1,7.47,8.14,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,162,38,2022,11,11,1231,12,30,D,55.4730,18.3037,55.4737,18.3468,39G8,86,V,161,1,1,R,5.6000,-9,-9,2778,450,-9,-9,4.4000,520,74.4,29.0,213,-9.0000,-9,88,2.9000,2.7000,-9,-9.0000,-9,-9.0000,243,14,-9,-9.0000,12.0,6.4,7.47,10.25,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,164,39,2022,11,12,0627,9,29,N,55.6147,17.5946,55.6354,17.6214,40G7,39,V,163,1,1,R,5.5000,-9,-9,2963,270,-9,-9,4.4000,520,72.5,26.7,213,-9.0000,-9,38,3.1000,2.8000,-9,-9.0000,-9,-9.0000,270,15,-9,-9.0000,12.2,12.2,7.67,7.67,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,166,40,2022,11,12,0828,10,30,D,55.5570,17.6055,55.5415,17.5710,40G7,41,V,165,1,1,R,5.6000,-9,-9,2778,270,-9,-9,4.4000,520,70.9,26.0,213,-9.0000,-9,232,3.0000,2.8000,-9,-9.0000,-9,-9.0000,268,13,-9,-9.0000,12.2,12.2,7.65,7.65,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,168,41,2022,11,12,1023,9,30,D,55.4914,17.4721,55.4861,17.4318,39G7,37,V,167,1,1,R,6.0000,-9,-9,2778,270,-9,-9,4.4000,520,69.8,26.0,213,-9.0000,-9,247,2.9000,2.8000,-9,-9.0000,-9,-9.0000,273,13,-9,-9.0000,12.0,11.6,7.38,7.45,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,141,30,2022,11,8,1328,10,30,D,54.6555,15.0942,54.6539,15.1377,38G5,58,V,140,1,1,R,4.8000,-9,-9,2778,340,-9,-9,4.4000,520,70.9,28.1,213,-9.0000,-9,88,3.0000,3.0000,-9,-9.0000,-9,-9.0000,210,10,-9,-9.0000,12.4,8.5,7.54,12.99,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,148,31,2022,11,10,0625,10,29,N,56.0705,17.3714,56.0838,17.4093,41G7,41,V,147,1,1,R,5.9000,-9,-9,2778,270,-9,-9,4.4000,520,69.0,27.0,213,-9.0000,-9,59,3.0000,2.8000,-9,-9.0000,-9,-9.0000,266,12,-9,-9.0000,11.6,8.2,7.76,7.81,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,150,32,2022,11,10,0941,10,30,D,55.7963,17.6877,55.7721,17.7066,40G7,58,V,149,1,1,R,4.6000,-9,-9,2963,350,-9,-9,4.4000,520,80.0,29.2,213,-9.0000,-9,154,3.2000,2.4000,-9,-9.0000,-9,-9.0000,287,14,-9,-9.0000,11.9,5.0,7.72,7.91,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,152,33,2022,11,10,1215,11,30,D,55.7450,17.9875,55.7338,17.9508,40G7,63,V,151,1,1,R,5.8000,-9,-9,2778,380,-9,-9,4.4000,520,79.0,29.3,213,-9.0000,-9,250,3.0000,2.7000,-9,-9.0000,-9,-9.0000,279,13,-9,-9.0000,11.9,4.8,7.58,8.44,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,154,34,2022,11,10,1351,11,30,D,55.6995,18.0136,55.6766,18.0328,40G8,65,I,153,1,1,R,4.8000,-9,-9,2778,380,-9,-9,4.4000,520,85.7,30.8,213,-9.0000,-9,148,3.1000,2.6000,-9,-9.0000,-9,-9.0000,276,13,-9,-9.0000,11.9,4.9,7.40,8.54,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,156,35,2022,11,11,0628,11,30,N,55.6993,18.0129,55.6762,18.0316,40G8,65,V,155,1,1,R,5.1000,-9,-9,2778,380,-9,-9,4.4000,520,83.4,36.7,213,-9.0000,-9,159,3.1000,2.6000,-9,-9.0000,-9,-9.0000,258,14,-9,-9.0000,11.8,4.9,7.43,8.57,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,117,24,2022,11,7,0833,10,30,D,54.5637,15.9920,54.5385,15.9986,38G5,47,V,116,1,1,R,5.3000,-9,-9,2778,320,-9,-9,4.4000,520,72.8,27.9,213,-9.0000,-9,168,2.0000,2.4000,-9,-9.0000,-9,-9.0000,215,13,-9,-9.0000,12.6,8.3,7.58,12.65,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,119,25,2022,11,7,1117,10,30,D,54.4932,15.8364,54.4775,15.8022,37G5,51,I,118,1,1,R,5.1000,-9,-9,2963,230,-9,-9,4.4000,520,81.0,28.4,213,-9.0000,-9,238,3.1000,2.7000,-9,-9.0000,-9,-9.0000,220,12,-9,-9.0000,12.5,8.3,7.51,12.36,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,121,26,2022,11,7,1317,10,30,D,54.4755,15.6257,54.4548,15.6007,37G5,52,V,120,1,1,R,5.2000,-9,-9,2778,340,-9,-9,4.4000,520,86.7,28.3,213,-9.0000,-9,218,3.0000,2.6000,-9,-9.0000,-9,-9.0000,223,14,-9,-9.0000,12.5,8.1,7.53,13.10,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,135,27,2022,11,8,0623,11,29,N,55.1273,15.2869,55.1047,15.2681,39G5,66,V,134,1,1,R,5.4000,-9,-9,2778,380,-9,-9,4.4000,520,79.1,28.4,213,-9.0000,-9,205,3.0000,2.6000,-9,-9.0000,-9,-9.0000,225,11,-9,-9.0000,12.3,13.2,7.92,14.49,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,137,28,2022,11,8,0859,10,29,D,54.8960,15.1797,54.8870,15.1381,38G5,59,V,136,1,1,R,5.1000,-9,-9,2963,350,-9,-9,4.4000,520,80.3,31.0,213,-9.0000,-9,247,3.0000,3.3000,-9,-9.0000,-9,-9.0000,216,11,-9,-9.0000,12.5,11.3,7.53,13.11,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,138,29,2022,11,8,1036,11,29,D,54.7989,15.0349,54.8038,14.9931,38G5,60,V,139,1,1,R,5.3000,-9,-9,2778,360,-9,-9,4.4000,520,78.9,28.4,213,-9.0000,-9,281,3.0000,2.8000,-9,-9.0000,-9,-9.0000,213,11,-9,-9.0000,12.6,10.4,7.56,13.32,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26206,4,2022,11,17,1145,10,35,D,55.7637,20.3335,55.7388,20.3334,40H0,55,V,4,1,1,R,-9.0000,-9,-9,2772,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,180,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,70,6,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26028,5,2022,11,17,1340,10,40,D,55.7020,20.6269,55.6919,20.6754,40H0,50,V,5,1,1,R,-9.0000,-9,-9,3144,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,109,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,70,6,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26134,6,2022,11,18,0615,9,30,D,55.9522,20.4770,55.9437,20.4319,40H0,36,V,6,1,1,R,-9.0000,-9,-9,2967,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,252,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,60,12,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,102,21,2022,11,6,1325,12,21,D,55.1349,16.0571,55.1476,16.0168,39G6,87,N,101,1,1,C,-9.0000,-9,-9,2963,-9,-9,-9,4.4000,520,-9.0,-9.0,213,-9.0000,-9,-9,4.4000,4.0000,-9,-9.0000,-9,-9.0000,195,14,-9,-9.0000,12.7,10.1,7.58,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,104,22,2022,11,6,1537,12,22,D,55.0588,15.7427,55.0487,15.7029,39G5,87,N,103,1,1,C,-9.0000,-9,-9,2778,-9,-9,-9,4.4000,520,-9.0,-9.0,213,-9.0000,-9,-9,4.0000,4.2000,-9,-9.0000,-9,-9.0000,198,16,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,DK,26D4,TVL,-9,S,T,115,23,2022,11,7,0623,10,29,N,54.6399,16.0745,54.6497,16.1142,38G6,47,V,114,1,1,R,5.4000,-9,-9,2778,320,-9,-9,4.4000,520,79.1,28.4,213,-9.0000,-9,65,3.0000,2.7000,-9,-9.0000,-9,-9.0000,211,15,-9,-9.0000,12.6,8.1,7.61,12.01,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26220,57,2022,12,4,0912,10,30,D,54.4183,19.0800,54.4183,19.0383,37G9,40,V,734,1,1,C,7.0000,-9,-9,2707,150,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,269,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.2,5.2,7.40,8.06,Y,23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26282,58,2022,12,4,1051,10,30,D,54.4200,19.0717,54.4267,19.0300,37G9,44,V,735,1,1,C,7.0000,-9,-9,2808,150,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,283,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.1,5.2,7.40,8.06,Y,27,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26280,59,2022,12,5,0721,11,10,D,54.5067,18.8800,54.5133,18.8750,38G8,66,V,740,1,1,C,7.0000,-9,-9,803,215,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,341,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,7.6,5.1,7.17,8.16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26057,1,2022,11,17,0615,11,35,D,55.7188,19.9667,55.7289,20.0152,40G9,75,V,1,1,1,R,-9.0000,-9,-9,3142,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,70,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,110,6,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26027,2,2022,11,17,0855,10,40,D,55.7902,20.3870,55.7855,20.4369,40H0,51,V,2,1,1,R,-9.0000,-9,-9,3167,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,100,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,90,8,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,LT,AA36,TVS,-9,S,-9,26205,3,2022,11,17,1030,10,35,D,55.7587,20.3702,55.7737,20.3290,40H0,53,V,3,1,1,R,-9.0000,-9,-9,3074,-9,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,302,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,70,5,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26257,51,2022,12,2,0728,13,0,D,54.9283,19.0517,54.9283,19.0517,38G9,103,N,722,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.8,7.0,7.39,11.60,Y,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26285,52,2022,12,2,1157,12,30,D,54.5750,19.3567,54.5750,19.3167,38G9,80,V,724,1,1,C,7.0000,-9,-9,2587,250,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,270,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.9,7.0,7.41,11.20,Y,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26216,53,2022,12,3,0718,9,30,D,54.4033,19.3000,54.3983,19.2583,37G9,34,V,726,1,1,C,7.0000,-9,-9,2765,140,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,261,3.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.2,5.4,7.40,8.08,Y,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26265,54,2022,12,3,0941,10,30,D,54.4333,19.0717,54.4333,19.1117,37G9,49,V,727,1,1,C,7.0000,-9,-9,2596,175,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,90,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.4,5.5,7.36,8.71,Y,27,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26218,55,2022,12,3,1157,11,15,D,54.5000,19.2883,54.5017,19.3083,37G9,72,V,728,1,1,C,7.0000,-9,-9,1310,225,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,85,2.6000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.5,6.6,7.37,10.41,Y,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26001,56,2022,12,4,0717,9,30,D,54.3867,19.3033,54.3833,19.2600,37G9,23,V,733,1,1,C,7.0000,-9,-9,2839,100,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,260,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,6.6,5.4,7.43,7.69,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26272,45,2022,11,30,0715,12,30,D,55.1317,18.7417,55.1367,18.7000,39G8,94,V,715,1,1,C,7.0000,-9,-9,2717,300,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,283,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.0,7.8,7.33,12.95,Y,39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26278,46,2022,11,30,1023,12,30,D,54.9783,18.7650,55.0000,18.7483,38G8,94,V,716,1,1,C,7.0000,-9,-9,2642,290,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,337,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.9,8.0,7.40,12.55,Y,41,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26268,47,2022,11,30,1230,11,30,D,54.9817,18.5433,54.9967,18.5117,38G8,71,V,717,1,1,C,7.0000,-9,-9,2623,215,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,308,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.1,6.0,7.41,9.69,Y,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26266,48,2022,12,1,0724,9,30,D,54.8150,18.5283,54.8350,18.5050,38G8,20,V,718,1,1,C,7.0000,-9,-9,2683,100,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,326,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,5.3,5.1,7.70,7.73,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26186,49,2022,12,1,0939,11,30,D,54.9783,18.5433,54.9933,18.5117,38G8,70,V,719,1,1,C,7.0000,-9,-9,2623,260,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,307,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.0,6.0,7.39,9.63,Y,38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26007,50,2022,12,1,1204,9,30,D,54.8733,18.5617,54.8533,18.5817,38G8,30,V,720,1,1,C,7.0000,-9,-9,2570,115,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,150,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.3,4.9,7.40,7.66,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26105,39,2022,11,28,0710,12,30,D,55.3517,18.7900,55.3683,18.8217,39G8,89,V,708,1,1,C,7.0000,-9,-9,2731,265,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,48,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.3,7.6,7.36,11.87,Y,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26104,40,2022,11,28,0924,12,30,D,55.3733,18.6017,55.3817,18.5633,39G8,83,V,709,1,1,C,7.0000,-9,-9,2608,250,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,292,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.4,7.9,7.40,13.15,Y,39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26046,41,2022,11,28,1307,11,30,D,55.3050,18.1583,55.3217,18.1300,39G8,76,V,710,1,1,C,7.0000,-9,-9,2586,225,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,317,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.7,8.5,7.58,12.91,Y,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26093,42,2022,11,29,0715,12,30,D,55.1783,18.6400,55.1950,18.6083,39G8,87,V,711,1,1,C,7.0000,-9,-9,2745,265,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,310,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.2,7.8,7.38,12.86,Y,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26094,43,2022,11,29,1012,12,0,D,55.1934,18.9618,55.1934,18.9618,39G8,87,N,712,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.1,6.8,7.37,11.26,Y,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26045,44,2022,11,29,1119,12,0,D,55.2367,19.0983,55.2367,19.0983,39G9,81,N,713,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.2,6.6,6.93,10.99,Y,38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26221,33,2022,11,26,0834,13,0,D,55.9200,18.5867,55.9200,18.5867,40G8,112,N,701,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.9,6.8,7.25,11.40,Y,33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26138,34,2022,11,26,1018,13,15,D,55.8867,18.7817,55.8883,18.7600,40G8,115,V,702,1,1,C,7.0000,-9,-9,1370,325,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,279,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.8,7.4,7.24,11.64,Y,33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26136,35,2022,11,27,0720,12,30,D,55.6000,18.3800,55.5783,18.3983,40G8,92,V,703,1,1,C,7.0000,-9,-9,2677,300,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,153,2.8000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.6,6.8,7.44,11.77,Y,45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26110,36,2022,11,27,0830,12,0,D,55.5833,18.3817,55.5833,18.3817,40G8,92,N,704,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.7,6.9,7.45,11.85,Y,46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26165,37,2022,11,27,0955,12,20,D,55.5133,18.5500,55.4983,18.5500,40G8,87,V,705,1,1,C,7.0000,-9,-9,1670,250,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,178,2.6000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.8,7.9,7.47,13.15,Y,45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26107,38,2022,11,27,1247,12,0,D,55.4883,19.0000,55.4883,19.0000,39G9,87,N,706,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,9.1,6.7,7.36,11.18,Y,34,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
HH,BITS,4,PL,67BC,TVL,75,S,T,26076,27,2022,11,24,1303,11,0,D,56.4333,18.6450,56.4333,18.6450,41G8,76,N,695,1,1,C,-9.0000,-9,-9,0,-9,16,12,4.3000,520,-9.0,-9.0,213,-9.0000,47,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,8.3,5.6,7.17,9.75,Y,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240806
